[03:13:44] [main/INFO]: ModLauncher running: args [--username, Dimanchick22, --version, forge-43.4.0, --gameDir, C:\Users\Dimanchick22\curseforge\minecraft\Instances\TechnoMagic 4, --assetsDir, C:\Users\Dimanchick22\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 0f34fd3a80234869b2442c53ea261899, --accessToken, ????????, --clientId, YWIyZWY3NWMtNmMyMi00YTNlLWJlNjEtOWU0ZWM4ZDU4ZTdh, --xuid, 2535429156071316, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.4.0, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[03:13:44] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
	at net.minecraft.client.gui.screens.LoadingOverlay.handler$eai000$onConstructFancyMenu(LoadingOverlay.java:3044) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.gui.screens.LoadingOverlay.<init>(LoadingOverlay.java:56) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:578) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.m_239872_(Main.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.main(Main.java:51) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$launchService$0(CommonClientLaunchHandler.java:27) ~[fmlloader-1.19.2-43.4.0.jar%23101!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) [bootstraplauncher-1.1.2.jar:?]
[03:14:30] [Render thread/WARN]: Failed to load texture: grib_menu:frames_main/213.jpg
java.io.FileNotFoundException: grib_menu:frames_main/213.jpg
	at net.minecraft.server.packs.resources.ResourceProvider.m_215590_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.server.packs.resources.ResourceProvider.m_215593_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture$TextureImage.m_118155_(SimpleTexture.java:83) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6335_(SimpleTexture.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6704_(SimpleTexture.java:29) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118515_(TextureManager.java:94) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118495_(TextureManager.java:65) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118506_(TextureManager.java:117) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at de.keksuccino.fancymenu.customization.animation.AnimationHandler.preloadAnimations(AnimationHandler.java:328) ~[fancymenu_forge_3.2.3_MC_1.19.2.jar%23495!/:3.2.3]
	at net.minecraft.client.gui.screens.LoadingOverlay.handler$eai000$onConstructFancyMenu(LoadingOverlay.java:3044) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.gui.screens.LoadingOverlay.<init>(LoadingOverlay.java:56) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:578) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.m_239872_(Main.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.main(Main.java:51) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$launchService$0(CommonClientLaunchHandler.java:27) ~[fmlloader-1.19.2-43.4.0.jar%23101!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) [bootstraplauncher-1.1.2.jar:?]
[03:14:30] [Render thread/WARN]: Failed to load texture: grib_menu:frames_main/214.jpg
java.io.FileNotFoundException: grib_menu:frames_main/214.jpg
	at net.minecraft.server.packs.resources.ResourceProvider.m_215590_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.server.packs.resources.ResourceProvider.m_215593_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture$TextureImage.m_118155_(SimpleTexture.java:83) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6335_(SimpleTexture.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6704_(SimpleTexture.java:29) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118515_(TextureManager.java:94) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118495_(TextureManager.java:65) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118506_(TextureManager.java:117) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at de.keksuccino.fancymenu.customization.animation.AnimationHandler.preloadAnimations(AnimationHandler.java:328) ~[fancymenu_forge_3.2.3_MC_1.19.2.jar%23495!/:3.2.3]
	at net.minecraft.client.gui.screens.LoadingOverlay.handler$eai000$onConstructFancyMenu(LoadingOverlay.java:3044) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.gui.screens.LoadingOverlay.<init>(LoadingOverlay.java:56) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:578) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.m_239872_(Main.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.main(Main.java:51) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$launchService$0(CommonClientLaunchHandler.java:27) ~[fmlloader-1.19.2-43.4.0.jar%23101!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) [bootstraplauncher-1.1.2.jar:?]
[03:14:30] [Render thread/WARN]: Failed to load texture: grib_menu:frames_main/215.jpg
java.io.FileNotFoundException: grib_menu:frames_main/215.jpg
	at net.minecraft.server.packs.resources.ResourceProvider.m_215590_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.server.packs.resources.ResourceProvider.m_215593_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture$TextureImage.m_118155_(SimpleTexture.java:83) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6335_(SimpleTexture.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6704_(SimpleTexture.java:29) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118515_(TextureManager.java:94) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118495_(TextureManager.java:65) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118506_(TextureManager.java:117) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at de.keksuccino.fancymenu.customization.animation.AnimationHandler.preloadAnimations(AnimationHandler.java:328) ~[fancymenu_forge_3.2.3_MC_1.19.2.jar%23495!/:3.2.3]
	at net.minecraft.client.gui.screens.LoadingOverlay.handler$eai000$onConstructFancyMenu(LoadingOverlay.java:3044) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.gui.screens.LoadingOverlay.<init>(LoadingOverlay.java:56) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:578) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.m_239872_(Main.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.main(Main.java:51) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$launchService$0(CommonClientLaunchHandler.java:27) ~[fmlloader-1.19.2-43.4.0.jar%23101!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) [bootstraplauncher-1.1.2.jar:?]
[03:14:30] [Render thread/WARN]: Failed to load texture: grib_menu:frames_main/216.jpg
java.io.FileNotFoundException: grib_menu:frames_main/216.jpg
	at net.minecraft.server.packs.resources.ResourceProvider.m_215590_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.server.packs.resources.ResourceProvider.m_215593_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture$TextureImage.m_118155_(SimpleTexture.java:83) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6335_(SimpleTexture.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6704_(SimpleTexture.java:29) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118515_(TextureManager.java:94) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118495_(TextureManager.java:65) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118506_(TextureManager.java:117) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at de.keksuccino.fancymenu.customization.animation.AnimationHandler.preloadAnimations(AnimationHandler.java:328) ~[fancymenu_forge_3.2.3_MC_1.19.2.jar%23495!/:3.2.3]
	at net.minecraft.client.gui.screens.LoadingOverlay.handler$eai000$onConstructFancyMenu(LoadingOverlay.java:3044) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.gui.screens.LoadingOverlay.<init>(LoadingOverlay.java:56) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:578) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.m_239872_(Main.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.main(Main.java:51) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$launchService$0(CommonClientLaunchHandler.java:27) ~[fmlloader-1.19.2-43.4.0.jar%23101!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) [bootstraplauncher-1.1.2.jar:?]
[03:14:30] [Render thread/WARN]: Failed to load texture: grib_menu:frames_main/217.jpg
java.io.FileNotFoundException: grib_menu:frames_main/217.jpg
	at net.minecraft.server.packs.resources.ResourceProvider.m_215590_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.server.packs.resources.ResourceProvider.m_215593_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture$TextureImage.m_118155_(SimpleTexture.java:83) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6335_(SimpleTexture.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6704_(SimpleTexture.java:29) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118515_(TextureManager.java:94) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118495_(TextureManager.java:65) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118506_(TextureManager.java:117) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at de.keksuccino.fancymenu.customization.animation.AnimationHandler.preloadAnimations(AnimationHandler.java:328) ~[fancymenu_forge_3.2.3_MC_1.19.2.jar%23495!/:3.2.3]
	at net.minecraft.client.gui.screens.LoadingOverlay.handler$eai000$onConstructFancyMenu(LoadingOverlay.java:3044) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.gui.screens.LoadingOverlay.<init>(LoadingOverlay.java:56) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:578) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.m_239872_(Main.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.main(Main.java:51) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$launchService$0(CommonClientLaunchHandler.java:27) ~[fmlloader-1.19.2-43.4.0.jar%23101!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) [bootstraplauncher-1.1.2.jar:?]
[03:14:30] [Render thread/WARN]: Failed to load texture: grib_menu:frames_main/218.jpg
java.io.FileNotFoundException: grib_menu:frames_main/218.jpg
	at net.minecraft.server.packs.resources.ResourceProvider.m_215590_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.server.packs.resources.ResourceProvider.m_215593_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture$TextureImage.m_118155_(SimpleTexture.java:83) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6335_(SimpleTexture.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6704_(SimpleTexture.java:29) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118515_(TextureManager.java:94) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118495_(TextureManager.java:65) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118506_(TextureManager.java:117) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at de.keksuccino.fancymenu.customization.animation.AnimationHandler.preloadAnimations(AnimationHandler.java:328) ~[fancymenu_forge_3.2.3_MC_1.19.2.jar%23495!/:3.2.3]
	at net.minecraft.client.gui.screens.LoadingOverlay.handler$eai000$onConstructFancyMenu(LoadingOverlay.java:3044) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.gui.screens.LoadingOverlay.<init>(LoadingOverlay.java:56) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:578) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.m_239872_(Main.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.main.Main.main(Main.java:51) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$launchService$0(CommonClientLaunchHandler.java:27) ~[fmlloader-1.19.2-43.4.0.jar%23101!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-10.0.8.jar%2388!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) [bootstraplauncher-1.1.2.jar:?]
[03:14:30] [Render thread/WARN]: Failed to load texture: grib_menu:frames_main/219.jpg
java.io.FileNotFoundException: grib_menu:frames_main/219.jpg
	at net.minecraft.server.packs.resources.ResourceProvider.m_215590_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.server.packs.resources.ResourceProvider.m_215593_(ResourceProvider.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture$TextureImage.m_118155_(SimpleTexture.java:83) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6335_(SimpleTexture.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.SimpleTexture.m_6704_(SimpleTexture.java:29) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
	at net.minecraft.client.renderer.texture.TextureManager.m_118515_(TextureManager.java:94) ~[client-1.19.2-20220805.130853-srg.jar%23639!/:?]
